id_code,sirna
HEPG2-08_2_C14,74
HEPG2-08_2_C16,295
HEPG2-08_2_C17,46
HEPG2-08_2_C18,500
HEPG2-08_2_C20,497
HEPG2-08_2_C21,80
HEPG2-08_2_C23,673
HEPG2-08_2_D02,302
HEPG2-08_2_D03,1
HEPG2-08_2_D04,549
HEPG2-08_2_D05,290
HEPG2-08_2_D06,5
HEPG2-08_2_D07,838
HEPG2-08_2_D08,442
HEPG2-08_2_D09,981
HEPG2-08_2_D10,471
HEPG2-08_2_D11,653
HEPG2-08_2_D12,547
HEPG2-08_2_D13,744
HEPG2-08_2_D14,552
HEPG2-08_2_D15,398
HEPG2-08_2_D16,687
HEPG2-08_2_D17,655
HEPG2-08_2_D18,889
HEPG2-08_2_D19,692
HEPG2-08_2_D20,877
HEPG2-08_2_D21,1062
HEPG2-08_2_D22,181
HEPG2-08_2_D23,6
HEPG2-08_2_E02,986
HEPG2-08_2_E03,742
HEPG2-08_2_E04,415
HEPG2-08_2_E05,607
HEPG2-08_2_E06,1065
HEPG2-08_2_E07,478
HEPG2-08_2_E08,340
HEPG2-08_2_E09,399
HEPG2-08_2_E10,431
HEPG2-08_2_E11,309
HEPG2-08_2_E12,757
HEPG2-08_2_E13,514
HEPG2-08_2_E14,124
HEPG2-08_2_E15,734
HEPG2-08_2_E16,750
HEPG2-08_2_E17,1028
HEPG2-08_2_E18,555
HEPG2-08_2_E19,339
HEPG2-08_2_E20,102
HEPG2-08_2_E21,460
HEPG2-08_2_E22,1042
HEPG2-08_2_E23,112
HEPG2-08_2_F02,825
HEPG2-08_2_F04,1067
HEPG2-08_2_F05,482
HEPG2-08_2_F06,385
HEPG2-08_2_F08,1104
HEPG2-08_2_F09,48
HEPG2-08_2_F10,532
HEPG2-08_2_F12,793
HEPG2-08_2_F13,513
HEPG2-08_2_F14,313
HEPG2-08_2_F16,77
HEPG2-08_2_F17,875
HEPG2-08_2_F18,355
HEPG2-08_2_F20,238
HEPG2-08_2_F21,195
HEPG2-08_2_F23,543
HEPG2-08_2_G02,155
HEPG2-08_2_G03,371
HEPG2-08_2_G04,224
HEPG2-08_2_G05,436
HEPG2-08_2_G06,411
HEPG2-08_2_G07,914
HEPG2-08_2_G08,320
HEPG2-08_2_G09,59
HEPG2-08_2_G10,784
HEPG2-08_2_G11,939
HEPG2-08_2_G12,660
HEPG2-08_2_G13,1041
HEPG2-08_2_G14,900
HEPG2-08_2_G15,417
HEPG2-08_2_G16,760
HEPG2-08_2_G17,797
HEPG2-08_2_G18,890
HEPG2-08_2_G19,786
HEPG2-08_2_G20,392
HEPG2-08_2_G21,620
HEPG2-08_2_G22,775
HEPG2-08_2_G23,506
HEPG2-08_2_H02,301
HEPG2-08_2_H04,806
HEPG2-08_2_H05,1056
HEPG2-08_2_H06,1076
HEPG2-08_2_H08,105
HEPG2-08_2_H09,277
HEPG2-08_2_H10,94
HEPG2-08_2_H12,1020
HEPG2-08_2_H13,505
HEPG2-08_2_H14,962
HEPG2-08_2_H16,950
HEPG2-08_2_H17,537
HEPG2-08_2_H18,1008
HEPG2-08_2_H20,350
HEPG2-08_2_H21,162
HEPG2-08_2_H23,253
HEPG2-08_2_I02,565
HEPG2-08_2_I03,959
HEPG2-08_2_I04,158
HEPG2-08_2_I05,308
HEPG2-08_2_I06,211
HEPG2-08_2_I07,503
HEPG2-08_2_I08,853
HEPG2-08_2_I09,559
HEPG2-08_2_I10,413
HEPG2-08_2_I11,439
HEPG2-08_2_I12,352
HEPG2-08_2_I13,884
HEPG2-08_2_I14,618
HEPG2-08_2_I15,577
HEPG2-08_2_I16,681
HEPG2-08_2_I17,109
HEPG2-08_2_I18,960
HEPG2-08_2_I19,582
HEPG2-08_2_I20,360
HEPG2-08_2_I21,881
HEPG2-08_2_I22,456
HEPG2-08_2_I23,695
HEPG2-08_2_J02,1096
HEPG2-08_2_J04,868
HEPG2-08_2_J05,147
HEPG2-08_2_J06,585
HEPG2-08_2_J08,88
HEPG2-08_2_J09,1089
HEPG2-08_2_J10,708
HEPG2-08_2_J12,894
HEPG2-08_2_J13,1031
HEPG2-08_2_J14,523
HEPG2-08_2_J16,136
HEPG2-08_2_J17,242
HEPG2-08_2_J18,445
HEPG2-08_2_J20,450
HEPG2-08_2_J21,239
HEPG2-08_2_J23,40
HEPG2-08_2_K02,256
HEPG2-08_2_K03,10
HEPG2-08_2_K04,1060
HEPG2-08_2_K05,70
HEPG2-08_2_K06,715
HEPG2-08_2_K07,272
HEPG2-08_2_K08,212
HEPG2-08_2_K09,157
HEPG2-08_2_K10,983
HEPG2-08_2_K11,395
HEPG2-08_2_K12,296
HEPG2-08_2_K13,605
HEPG2-08_2_K14,508
HEPG2-08_2_K15,704
HEPG2-08_2_K16,611
HEPG2-08_2_K17,557
HEPG2-08_2_K18,1106
HEPG2-08_2_K19,791
HEPG2-08_2_K20,391
HEPG2-08_2_K21,743
HEPG2-08_2_K22,703
HEPG2-08_2_K23,1023
HEPG2-08_2_L02,541
HEPG2-08_2_L03,974
HEPG2-08_2_L04,188
HEPG2-08_2_L05,699
HEPG2-08_2_L06,845
HEPG2-08_2_L07,324
HEPG2-08_2_L08,341
HEPG2-08_2_L09,604
HEPG2-08_2_L10,840
HEPG2-08_2_L11,647
HEPG2-08_2_L12,762
HEPG2-08_2_L13,978
HEPG2-08_2_L14,192
HEPG2-08_2_L15,217
HEPG2-08_2_L16,984
HEPG2-08_2_L17,657
HEPG2-08_2_L18,346
HEPG2-08_2_L19,945
HEPG2-08_2_L20,567
HEPG2-08_2_L21,576
HEPG2-08_2_L22,274
HEPG2-08_2_L23,373
HEPG2-08_2_M02,676
HEPG2-08_2_M04,566
HEPG2-08_2_M05,745
HEPG2-08_2_M06,1084
HEPG2-08_2_M08,1102
HEPG2-08_2_M09,598
HEPG2-08_2_M10,1100
HEPG2-08_2_M12,613
HEPG2-08_2_M13,938
HEPG2-08_2_M14,1027
HEPG2-08_2_M16,56
HEPG2-08_2_M17,588
HEPG2-08_2_M18,379
HEPG2-08_2_M20,345
HEPG2-08_2_M21,113
HEPG2-08_2_M23,626
HEPG2-08_2_N02,764
HEPG2-08_2_N03,348
HEPG2-08_2_N04,8
HEPG2-08_2_N05,126
HEPG2-08_2_N06,765
HEPG2-08_2_N07,481
HEPG2-08_2_N08,556
HEPG2-08_2_N09,312
HEPG2-08_2_N10,276
HEPG2-08_2_N11,982
HEPG2-08_2_N12,870
HEPG2-08_2_N13,397
HEPG2-08_2_N14,907
HEPG2-08_2_N15,1101
HEPG2-08_2_N16,891
HEPG2-08_2_N17,144
HEPG2-08_2_N18,811
HEPG2-08_2_N19,3
HEPG2-08_2_N20,670
HEPG2-08_2_N21,883
HEPG2-08_2_N22,282
HEPG2-08_2_N23,897
HEPG2-08_2_O02,770
HEPG2-08_2_O03,388
HEPG2-08_2_O04,1006
HEPG2-08_2_O05,1015
HEPG2-08_2_O06,293
HEPG2-08_2_O07,221
HEPG2-08_2_O08,258
HEPG2-08_2_O09,581
HEPG2-08_2_O10,810
HEPG2-08_2_O11,33
HEPG2-08_2_O12,254
HEPG2-08_2_O13,486
HEPG2-08_2_O14,700
HEPG2-08_2_O15,372
HEPG2-08_2_O16,1066
HEPG2-08_2_O17,910
HEPG2-08_2_O18,287
HEPG2-08_2_O19,203
HEPG2-08_2_O20,361
HEPG2-08_2_O21,828
HEPG2-08_2_O22,831
HEPG2-08_2_O23,972
HEPG2-08_3_B03,1098
HEPG2-08_3_B04,915
HEPG2-08_3_B05,305
HEPG2-08_3_B06,169
HEPG2-08_3_B07,189
HEPG2-08_3_B08,722
HEPG2-08_3_B09,849
HEPG2-08_3_B10,467
HEPG2-08_3_B11,683
HEPG2-08_3_B12,766
HEPG2-08_3_B13,941
HEPG2-08_3_B14,381
HEPG2-08_3_B15,408
HEPG2-08_3_B16,736
HEPG2-08_3_B17,502
HEPG2-08_3_B18,207
HEPG2-08_3_B19,479
HEPG2-08_3_B20,642
HEPG2-08_3_B21,118
HEPG2-08_3_B22,732
HEPG2-08_3_B23,303
HEPG2-08_3_C02,329
HEPG2-08_3_C04,544
HEPG2-08_3_C05,165
HEPG2-08_3_C06,61
HEPG2-08_3_C08,424
HEPG2-08_3_C09,447
HEPG2-08_3_C10,920
HEPG2-08_3_C12,11
HEPG2-08_3_C13,887
HEPG2-08_3_C14,495
HEPG2-08_3_C16,78
HEPG2-08_3_C17,353
HEPG2-08_3_C18,694
HEPG2-08_3_C20,108
HEPG2-08_3_C21,421
HEPG2-08_3_C23,63
HEPG2-08_3_D02,903
HEPG2-08_3_D03,83
HEPG2-08_3_D04,747
HEPG2-08_3_D05,701
HEPG2-08_3_D06,376
HEPG2-08_3_D07,898
HEPG2-08_3_D08,874
HEPG2-08_3_D09,968
HEPG2-08_3_D10,138
HEPG2-08_3_D11,787
HEPG2-08_3_D12,327
HEPG2-08_3_D13,44
HEPG2-08_3_D14,913
HEPG2-08_3_D15,390
HEPG2-08_3_D16,813
HEPG2-08_3_D17,966
HEPG2-08_3_D18,22
HEPG2-08_3_D19,483
HEPG2-08_3_D20,473
HEPG2-08_3_D21,733
HEPG2-08_3_D22,225
HEPG2-08_3_D23,788
HEPG2-08_3_E02,457
HEPG2-08_3_E03,299
HEPG2-08_3_E04,434
HEPG2-08_3_E05,257
HEPG2-08_3_E06,409
HEPG2-08_3_E07,857
HEPG2-08_3_E08,219
HEPG2-08_3_E09,779
HEPG2-08_3_E10,562
HEPG2-08_3_E11,1058
HEPG2-08_3_E12,216
HEPG2-08_3_E13,1046
HEPG2-08_3_E14,790
HEPG2-08_3_E15,218
HEPG2-08_3_E16,357
HEPG2-08_3_E17,859
HEPG2-08_3_E18,923
HEPG2-08_3_E19,92
HEPG2-08_3_E20,41
HEPG2-08_3_E21,956
HEPG2-08_3_E22,60
HEPG2-08_3_E23,206
HEPG2-08_3_F02,194
HEPG2-08_3_F04,726
HEPG2-08_3_F05,751
HEPG2-08_3_F06,517
HEPG2-08_3_F08,879
HEPG2-08_3_F09,550
HEPG2-08_3_F10,571
HEPG2-08_3_F12,462
HEPG2-08_3_F13,28
HEPG2-08_3_F14,558
HEPG2-08_3_F16,75
HEPG2-08_3_F17,967
HEPG2-08_3_F18,597
HEPG2-08_3_F20,130
HEPG2-08_3_F21,425
HEPG2-08_3_F23,263
HEPG2-08_3_G02,1002
HEPG2-08_3_G03,1024
HEPG2-08_3_G04,492
HEPG2-08_3_G05,569
HEPG2-08_3_G06,837
HEPG2-08_3_G07,1083
HEPG2-08_3_G08,1078
HEPG2-08_3_G09,284
HEPG2-08_3_G10,563
HEPG2-08_3_G11,867
HEPG2-08_3_G12,146
HEPG2-08_3_G13,714
HEPG2-08_3_G14,826
HEPG2-08_3_G15,414
HEPG2-08_3_G16,25
HEPG2-08_3_G17,830
HEPG2-08_3_G18,269
HEPG2-08_3_G19,729
HEPG2-08_3_G20,57
HEPG2-08_3_G21,166
HEPG2-08_3_G22,801
HEPG2-08_3_G23,1092
HEPG2-08_3_H02,536
HEPG2-08_3_H04,81
HEPG2-08_3_H05,776
HEPG2-08_3_H06,682
HEPG2-08_3_H08,661
HEPG2-08_3_H09,87
HEPG2-08_3_H10,452
HEPG2-08_3_H12,66
HEPG2-08_3_H13,957
HEPG2-08_3_H14,232
HEPG2-08_3_H16,1088
HEPG2-08_3_H17,601
HEPG2-08_3_H18,584
HEPG2-08_3_H20,865
HEPG2-08_3_H21,1077
HEPG2-08_3_H23,27
HEPG2-08_3_I02,852
HEPG2-08_3_I03,1035
HEPG2-08_3_I04,7
HEPG2-08_3_I05,1044
HEPG2-08_3_I06,735
HEPG2-08_3_I07,932
HEPG2-08_3_I08,934
HEPG2-08_3_I09,72
HEPG2-08_3_I10,404
HEPG2-08_3_I11,1016
HEPG2-08_3_I12,342
HEPG2-08_3_I13,101
HEPG2-08_3_I14,639
HEPG2-08_3_I15,721
HEPG2-08_3_I16,153
HEPG2-08_3_I17,507
HEPG2-08_3_I18,236
HEPG2-08_3_I19,19
HEPG2-08_3_I20,20
HEPG2-08_3_I21,175
HEPG2-08_3_I22,511
HEPG2-08_3_I23,539
HEPG2-08_3_J02,330
HEPG2-08_3_J04,245
HEPG2-08_3_J05,761
HEPG2-08_3_J06,2
HEPG2-08_3_J08,752
HEPG2-08_3_J09,100
HEPG2-08_3_J10,285
HEPG2-08_3_J12,876
HEPG2-08_3_J13,827
HEPG2-08_3_J14,47
HEPG2-08_3_J16,315
HEPG2-08_3_J17,706
HEPG2-08_3_J18,132
HEPG2-08_3_J20,542
HEPG2-08_3_J21,364
HEPG2-08_3_J23,1080
HEPG2-08_3_K02,1063
HEPG2-08_3_K03,580
HEPG2-08_3_K04,640
HEPG2-08_3_K05,654
HEPG2-08_3_K06,651
HEPG2-08_3_K07,1017
HEPG2-08_3_K08,233
HEPG2-08_3_K09,1049
HEPG2-08_3_K10,991
HEPG2-08_3_K11,662
HEPG2-08_3_K12,334
HEPG2-08_3_K13,407
HEPG2-08_3_K14,659
HEPG2-08_3_K15,669
HEPG2-08_3_K16,753
HEPG2-08_3_K17,1019
HEPG2-08_3_K18,946
HEPG2-08_3_K19,428
HEPG2-08_3_K20,918
HEPG2-08_3_K21,412
HEPG2-08_3_K22,951
HEPG2-08_3_K23,423
HEPG2-08_3_L02,667
HEPG2-08_3_L03,781
HEPG2-08_3_L04,1070
HEPG2-08_3_L05,685
HEPG2-08_3_L06,182
HEPG2-08_3_L07,475
HEPG2-08_3_L08,160
HEPG2-08_3_L09,117
HEPG2-08_3_L10,131
HEPG2-08_3_L11,730
HEPG2-08_3_L12,333
HEPG2-08_3_L13,95
HEPG2-08_3_L14,1043
HEPG2-08_3_L15,1064
HEPG2-08_3_L16,789
HEPG2-08_3_L17,896
HEPG2-08_3_L18,262
HEPG2-08_3_L19,909
HEPG2-08_3_L20,623
HEPG2-08_3_L21,804
HEPG2-08_3_L22,499
HEPG2-08_3_L23,709
HEPG2-08_3_M02,975
HEPG2-08_3_M04,844
HEPG2-08_3_M05,731
HEPG2-08_3_M06,697
HEPG2-08_3_M08,521
HEPG2-08_3_M09,149
HEPG2-08_3_M10,93
HEPG2-08_3_M12,461
HEPG2-08_3_M13,196
HEPG2-08_3_M14,739
HEPG2-08_3_M16,650
HEPG2-08_3_M17,383
HEPG2-08_3_M18,1032
HEPG2-08_3_M20,429
HEPG2-08_3_M21,351
HEPG2-08_3_M23,393
HEPG2-08_3_N02,178
HEPG2-08_3_N03,856
HEPG2-08_3_N04,952
HEPG2-08_3_N05,905
HEPG2-08_3_N06,64
HEPG2-08_3_N07,1052
HEPG2-08_3_N08,336
HEPG2-08_3_N09,43
HEPG2-08_3_N10,1040
HEPG2-08_3_N11,454
HEPG2-08_3_N12,1003
HEPG2-08_3_N13,384
HEPG2-08_3_N14,228
HEPG2-08_3_N15,902
HEPG2-08_3_N16,349
HEPG2-08_3_N17,317
HEPG2-08_3_N18,1030
HEPG2-08_3_N19,52
HEPG2-08_3_N20,42
HEPG2-08_3_N21,988
HEPG2-08_3_N22,724
HEPG2-08_3_N23,615
HEPG2-08_3_O02,466
HEPG2-08_3_O03,965
HEPG2-08_3_O04,723
HEPG2-08_3_O05,851
HEPG2-08_3_O06,553
HEPG2-08_3_O07,927
HEPG2-08_3_O08,111
HEPG2-08_3_O09,1090
HEPG2-08_3_O10,893
HEPG2-08_3_O11,871
HEPG2-08_3_O12,164
HEPG2-08_3_O13,600
HEPG2-08_3_O14,535
HEPG2-08_3_O15,579
HEPG2-08_3_O16,1047
HEPG2-08_3_O17,783
HEPG2-08_3_O18,717
HEPG2-08_3_O19,917
HEPG2-08_3_O20,996
HEPG2-08_3_O21,1033
HEPG2-08_3_O22,754
HEPG2-08_3_O23,529
HEPG2-08_4_B03,215
HEPG2-08_4_B04,636
HEPG2-08_4_B05,365
HEPG2-08_4_B06,382
HEPG2-08_4_B07,995
HEPG2-08_4_B08,643
HEPG2-08_4_B09,842
HEPG2-08_4_B10,674
HEPG2-08_4_B11,347
HEPG2-08_4_B12,768
HEPG2-08_4_B13,168
HEPG2-08_4_B15,435
HEPG2-08_4_B16,774
HEPG2-08_4_B17,185
HEPG2-08_4_B18,307
HEPG2-08_4_B19,858
HEPG2-08_4_B20,677
HEPG2-08_4_B21,527
HEPG2-08_4_B22,326
HEPG2-08_4_B23,520
HEPG2-08_4_C02,29
HEPG2-08_4_C04,895
HEPG2-08_4_C05,658
HEPG2-08_4_C06,525
HEPG2-08_4_C08,940
HEPG2-08_4_C09,120
HEPG2-08_4_C10,322
HEPG2-08_4_C12,943
HEPG2-08_4_C13,512
HEPG2-08_4_C14,24
HEPG2-08_4_C16,62
HEPG2-08_4_C17,363
HEPG2-08_4_C18,603
HEPG2-08_4_C20,246
HEPG2-08_4_C21,51
HEPG2-08_4_C23,437
HEPG2-08_4_D02,1029
HEPG2-08_4_D03,664
HEPG2-08_4_D04,848
HEPG2-08_4_D05,1079
HEPG2-08_4_D06,1105
HEPG2-08_4_D07,665
HEPG2-08_4_D08,977
HEPG2-08_4_D09,98
HEPG2-08_4_D10,229
HEPG2-08_4_D11,808
HEPG2-08_4_D12,159
HEPG2-08_4_D13,319
HEPG2-08_4_D14,860
HEPG2-08_4_D15,119
HEPG2-08_4_D16,1093
HEPG2-08_4_D17,861
HEPG2-08_4_D18,255
HEPG2-08_4_D19,197
HEPG2-08_4_D20,184
HEPG2-08_4_D21,593
HEPG2-08_4_D22,807
HEPG2-08_4_D23,338
HEPG2-08_4_E02,167
HEPG2-08_4_E03,740
HEPG2-08_4_E04,335
HEPG2-08_4_E05,1085
HEPG2-08_4_E06,171
HEPG2-08_4_E07,129
HEPG2-08_4_E08,291
HEPG2-08_4_E09,515
HEPG2-08_4_E10,614
HEPG2-08_4_E11,863
HEPG2-08_4_E12,469
HEPG2-08_4_E13,590
HEPG2-08_4_E14,148
HEPG2-08_4_E15,769
HEPG2-08_4_E16,4
HEPG2-08_4_E17,933
HEPG2-08_4_E18,713
HEPG2-08_4_E19,637
HEPG2-08_4_E20,259
HEPG2-08_4_E21,35
HEPG2-08_4_E22,869
HEPG2-08_4_E23,926
HEPG2-08_4_F02,510
HEPG2-08_4_F04,691
HEPG2-08_4_F05,394
HEPG2-08_4_F06,548
HEPG2-08_4_F08,125
HEPG2-08_4_F09,629
HEPG2-08_4_F10,644
HEPG2-08_4_F12,992
HEPG2-08_4_F13,821
HEPG2-08_4_F14,718
HEPG2-08_4_F16,380
HEPG2-08_4_F17,337
HEPG2-08_4_F18,919
HEPG2-08_4_F20,39
HEPG2-08_4_F21,359
